alpha,max_thickness,chord_at_max_thickness,max_camber,chord_at_max_camber,reynolds_no,CL,CD
-11.75,12.0,29.9,1.0,40.0,200000,-0.9589,0.04964
-16.5,18.0,30.0,2.0,40.0,1000000,-1.2693,0.03314
-8.0,8.0,30.0,1.0,40.0,50000,-0.4373,0.08705
-7.5,15.0,29.5,2.0,39.6,200000,-0.7482,0.0214
8.0,24.0,29.7,2.0,40.0,200000,1.1118,0.02294
-9.75,8.0,29.9,2.0,40.0,1000000,-0.8199,0.02379
0.0,8.0,30.0,1.0,40.0,1000000,0.1147,0.00394
-6.75,18.0,30.0,2.0,40.0,1000000,-0.4891,0.00983
-8.75,21.0,30.0,2.0,40.0,200000,-0.7623,0.02325
16.0,10.0,29.9,1.0,50.0,1000000,1.4231,0.05066
1.0,15.0,30.0,2.0,40.0,1000000,0.3519,0.00652
5.75,24.0,29.4,4.0,40.0,200000,1.0972,0.02127
0.25,18.0,30.0,2.0,40.0,1000000,0.2689,0.00736
-0.25,8.0,30.0,1.0,40.0,100000,-0.0005,0.01173
9.0,10.0,30.0,0.0,0.0,200000,0.9169,0.03218
-11.0,24.0,29.7,2.0,40.0,200000,-0.9184,0.02965
9.0,15.0,30.0,2.0,40.0,100000,1.1188,0.02518
1.0,12.2,22.5,0.0,0.0,200000,0.1233,0.01012
6.75,8.0,30.0,1.0,40.0,50000,0.8122,0.03876
-9.75,12.2,22.5,0.0,0.0,200000,-1.0224,0.02651
4.25,10.0,30.0,0.0,0.0,200000,0.516,0.01162
2.0,21.0,30.0,4.0,40.0,100000,0.6711,0.02661
10.5,21.0,30.0,2.0,40.0,50000,0.3827,0.13115
7.25,12.0,29.9,1.0,40.0,100000,0.8652,0.02218
16.25,15.0,29.5,2.0,39.6,200000,1.3455,0.064
8.25,15.0,30.9,4.0,40.2,200000,1.2351,0.01782
5.5,10.0,29.9,1.0,50.0,1000000,0.7291,0.00978
-1.75,9.0,29.3,6.0,39.6,1000000,0.4972,0.00704
-4.75,12.2,22.5,0.0,0.0,50000,-0.5895,0.02944
3.75,10.0,29.9,1.0,50.0,100000,0.5739,0.01397
16.25,18.0,30.0,4.0,40.0,1000000,1.6001,0.05482
-16.75,21.0,30.0,4.0,40.0,1000000,-1.16,0.03131
6.5,11.0,29.5,2.5,39.6,200000,0.9678,0.01374
-8.0,10.0,29.9,1.0,50.0,100000,-0.707,0.04703
6.0,12.0,29.9,1.0,40.0,1000000,0.8085,0.00981
-5.75,10.0,29.9,1.0,50.0,50000,-0.5653,0.03316
1.25,8.0,30.0,1.0,40.0,1000000,0.268,0.0046
1.5,18.0,30.0,0.0,0.0,1000000,0.1639,0.00724
4.0,12.0,30.1,6.0,39.6,100000,1.0411,0.02323
-4.0,10.0,29.9,2.0,40.0,100000,-0.3436,0.0196
3.75,11.0,29.5,2.5,39.6,200000,0.7485,0.01104
0.25,21.0,30.0,2.0,40.0,100000,0.1932,0.02308
-3.75,15.0,30.9,4.0,40.2,100000,-0.2356,0.02948
-9.5,9.0,29.3,6.0,39.6,50000,-0.2967,0.12883
-12.5,15.0,30.0,2.0,40.0,200000,-0.9935,0.04304
-8.5,10.0,29.9,1.0,50.0,1000000,-0.8482,0.01306
-3.75,8.0,29.9,2.0,40.0,100000,-0.2809,0.01972
-7.25,10.0,30.0,0.0,0.0,50000,-0.7677,0.04149
5.25,21.0,30.0,4.0,40.0,100000,0.9185,0.0309
-11.0,24.0,29.4,4.0,40.0,200000,-0.7485,0.03063
3.25,12.0,30.0,2.0,40.0,50000,0.4905,0.03336
1.5,21.0,30.0,0.0,0.0,200000,0.1557,0.01368
-12.5,24.0,29.7,2.0,40.0,200000,-1.0602,0.03374
6.25,12.2,22.5,0.0,0.0,200000,0.7194,0.01763
11.25,15.0,30.9,4.0,40.2,200000,1.3239,0.02507
-5.0,12.0,30.0,2.0,40.0,50000,-0.4827,0.0314
19.25,24.0,30.0,0.0,0.0,200000,1.1767,0.08238
4.5,15.0,30.0,0.0,0.0,200000,0.6253,0.01402
5.5,18.0,30.0,2.0,40.0,50000,0.4972,0.05869
6.75,8.0,30.0,1.0,40.0,1000000,0.8435,0.01188
1.25,15.0,30.9,4.0,40.2,200000,0.7431,0.01215
-4.5,8.0,30.0,1.0,40.0,100000,-0.4194,0.02043
-8.75,10.0,30.0,0.0,0.0,50000,-0.7856,0.06961
-7.0,12.0,30.0,4.0,40.0,50000,-0.3988,0.0959
3.25,15.0,29.5,2.0,39.6,100000,0.6808,0.01782
15.0,12.0,30.0,4.0,40.0,200000,1.4342,0.06336
12.25,8.0,30.0,1.0,40.0,200000,0.6156,0.13278
8.75,12.0,30.1,6.0,39.6,200000,1.5206,0.01917
-6.0,15.0,30.0,2.0,40.0,100000,-0.6428,0.025
0.25,15.0,30.0,0.0,0.0,100000,0.0556,0.01942
12.5,9.0,30.9,0.0,0.0,1000000,1.2007,0.0259
-2.25,9.0,29.3,6.0,39.6,200000,0.4042,0.0153
-16.25,24.0,30.0,0.0,0.0,200000,-1.1721,0.05078
0.25,12.0,30.1,6.0,39.6,200000,0.6667,0.01228
14.5,12.0,30.0,4.0,40.0,200000,1.4286,0.05852
3.75,9.0,29.3,6.0,39.6,200000,1.0664,0.01259
17.25,18.0,30.0,2.0,40.0,1000000,1.5092,0.05514
-14.5,10.0,30.0,0.0,0.0,1000000,-1.3699,0.03118
-6.75,12.0,30.0,4.0,40.0,100000,-0.4588,0.08412
3.25,15.0,29.5,2.0,39.6,1000000,0.5895,0.0069
3.25,18.0,30.0,0.0,0.0,50000,0.6333,0.03293
-6.75,15.0,30.9,4.0,40.2,200000,-0.4082,0.02189
-5.75,10.0,30.0,0.0,0.0,200000,-0.6391,0.0162
4.75,14.0,29.5,2.0,39.6,100000,0.7973,0.01832
-1.25,12.0,29.9,1.0,40.0,1000000,-0.0135,0.00577
8.5,10.0,30.0,0.0,0.0,1000000,0.9285,0.01335
-6.25,12.0,30.0,4.0,40.0,200000,-0.3204,0.02462
-4.0,10.0,29.9,1.0,50.0,200000,-0.4134,0.01285
-8.0,12.0,30.0,0.0,0.0,1000000,-0.9104,0.01209
7.0,15.0,30.0,2.0,40.0,200000,0.991,0.01549
-2.5,15.0,30.0,2.0,40.0,100000,-0.1676,0.02061
4.0,9.0,30.9,0.0,0.0,50000,0.5176,0.01915
-0.5,24.0,29.4,4.0,40.0,100000,-0.2206,0.03965
-1.0,14.0,29.5,2.0,39.6,1000000,0.1351,0.00652
17.75,15.0,30.9,4.0,40.2,1000000,1.5334,0.06407
-10.5,15.0,30.0,0.0,0.0,1000000,-1.1406,0.01538
-9.0,8.0,30.0,1.0,40.0,50000,-0.4507,0.1021
-2.25,21.0,30.0,0.0,0.0,50000,-0.5503,0.04341
-14.75,21.0,30.0,4.0,40.0,200000,-1.0533,0.04448
-11.5,21.0,30.0,4.0,40.0,1000000,-0.7505,0.01336
5.75,24.0,29.7,2.0,40.0,50000,0.0968,0.1004
-0.5,12.2,22.5,0.0,0.0,50000,0.0138,0.02103
13.75,12.0,30.0,2.0,40.0,200000,1.3172,0.05044
5.25,24.0,30.0,0.0,0.0,100000,0.6947,0.03
-1.5,21.0,30.0,0.0,0.0,200000,-0.1557,0.01368
4.25,12.0,30.1,6.0,39.6,200000,1.1117,0.0143
12.0,9.0,29.3,6.0,39.6,100000,1.3965,0.054
-6.25,8.0,30.0,0.0,0.0,200000,-0.6697,0.02064
-15.0,18.0,30.0,0.0,0.0,100000,-1.0783,0.06773
8.0,18.0,30.0,0.0,0.0,50000,0.8647,0.04385
1.25,24.0,29.7,2.0,40.0,200000,0.2405,0.01531
-4.75,8.0,29.9,2.0,40.0,100000,-0.3764,0.02567
-4.5,21.0,30.0,2.0,40.0,200000,-0.2388,0.01618
-3.75,18.0,30.0,0.0,0.0,1000000,-0.4067,0.00783
13.75,21.0,30.0,0.0,0.0,1000000,1.2716,0.02223
7.0,8.0,29.9,2.0,40.0,50000,0.925,0.03533
7.75,18.0,30.0,2.0,40.0,100000,1.0674,0.02494
-7.75,18.0,30.0,4.0,40.0,50000,-0.3947,0.1154
-4.25,8.0,30.0,1.0,40.0,100000,-0.3948,0.0194
-4.75,8.0,30.0,0.0,0.0,200000,-0.5265,0.0147
14.5,18.0,30.0,0.0,0.0,100000,1.154,0.05783
-14.5,12.2,22.5,0.0,0.0,1000000,-1.4827,0.02207
8.75,12.0,29.9,1.0,40.0,100000,0.9891,0.0304
-0.5,15.0,30.9,4.0,40.2,100000,0.3815,0.02095
11.75,15.0,29.5,2.0,39.6,50000,0.8865,0.09334
5.75,9.0,29.3,6.0,39.6,1000000,1.2619,0.00857
4.25,12.0,30.1,6.0,39.6,50000,0.6273,0.06743
-4.75,8.0,30.0,1.0,40.0,100000,-0.4431,0.02214
7.5,12.0,30.0,0.0,0.0,1000000,0.8686,0.01149
-0.5,12.0,30.1,6.0,39.6,100000,0.5058,0.02399
0.5,9.0,30.9,0.0,0.0,200000,0.0922,0.01007
-0.5,8.0,29.9,2.0,40.0,200000,0.1625,0.00927
0.25,11.0,29.5,2.5,39.6,100000,0.3138,0.01724
6.25,21.0,30.0,2.0,40.0,50000,0.3428,0.07938
-12.5,12.0,30.0,4.0,40.0,1000000,-0.926,0.02126
-3.0,24.0,30.0,0.0,0.0,50000,-0.525,0.05753
-8.5,8.0,29.9,2.0,40.0,50000,-0.5127,0.10634
-1.75,12.0,30.0,0.0,0.0,200000,-0.2684,0.01056
0.5,10.0,29.9,1.0,50.0,100000,0.1185,0.01481
-18.25,24.0,29.7,2.0,40.0,200000,-1.0141,0.0705
-1.25,12.0,30.1,6.0,39.6,200000,0.5114,0.01366
17.25,9.0,29.3,6.0,39.6,1000000,1.5386,0.09107
-15.5,12.0,30.0,4.0,40.0,1000000,-0.9127,0.06837
-0.25,10.0,29.9,1.0,50.0,50000,-0.0384,0.01799
5.5,12.0,30.0,2.0,40.0,1000000,0.8552,0.00869
-3.25,24.0,29.4,4.0,40.0,200000,0.0603,0.01714
6.5,24.0,30.0,0.0,0.0,50000,0.4718,0.0851
14.5,24.0,30.0,0.0,0.0,200000,1.1437,0.03898
-9.5,8.0,29.9,2.0,40.0,1000000,-0.8012,0.02264
9.5,12.0,29.9,1.0,40.0,200000,1.0508,0.02609
-1.5,21.0,30.0,2.0,40.0,1000000,0.0788,0.00835
15.0,9.0,29.3,6.0,39.6,100000,1.3943,0.102
-1.75,15.0,30.0,0.0,0.0,200000,-0.1973,0.01161
14.5,14.0,29.5,2.0,39.6,1000000,1.5116,0.02957
-10.0,18.0,30.0,4.0,40.0,100000,-0.6841,0.0728
-8.5,24.0,29.4,4.0,40.0,100000,-0.8026,0.04601
-6.0,9.0,30.9,0.0,0.0,100000,-0.6719,0.02363
-10.0,12.0,30.0,0.0,0.0,50000,-0.8195,0.07577
9.5,18.0,30.0,2.0,40.0,100000,1.1731,0.02807
12.25,15.0,30.0,2.0,40.0,1000000,1.3919,0.02067
14.75,15.0,29.5,2.0,39.6,1000000,1.5131,0.03093
0.5,18.0,30.0,2.0,40.0,200000,0.282,0.01224
-3.25,12.0,30.0,0.0,0.0,1000000,-0.3462,0.00659
3.5,15.0,30.0,2.0,40.0,100000,0.7016,0.01789
0.0,18.0,30.0,0.0,0.0,50000,0.0,0.04128
6.75,12.0,29.9,1.0,40.0,100000,0.8334,0.01994
7.25,8.0,29.9,2.0,40.0,200000,0.9537,0.02321
-5.5,11.0,29.5,2.5,39.6,50000,-0.513,0.04333
-10.75,18.0,30.0,2.0,40.0,100000,-0.9923,0.04256
1.5,10.0,29.9,1.0,50.0,200000,0.356,0.0089
-2.25,24.0,30.0,0.0,0.0,50000,-0.3831,0.05974
-9.5,24.0,29.4,4.0,40.0,1000000,-0.3444,0.01146
9.0,21.0,30.0,4.0,40.0,100000,1.2114,0.03638
-16.25,24.0,29.7,2.0,40.0,1000000,-1.1561,0.03449
-6.5,12.0,30.0,2.0,40.0,1000000,-0.4627,0.00998
2.0,14.0,29.5,2.0,39.6,200000,0.56,0.01123
14.0,9.0,29.3,6.0,39.6,1000000,1.5532,0.04726
0.0,21.0,30.0,2.0,40.0,200000,0.2304,0.01369
-9.25,18.0,30.0,2.0,40.0,200000,-0.9193,0.02476
4.0,24.0,29.7,2.0,40.0,200000,0.5213,0.01687
9.75,15.0,29.5,2.0,39.6,1000000,1.241,0.01448
-9.75,14.0,29.5,2.0,39.6,200000,-0.8901,0.02887
9.25,18.0,30.0,4.0,40.0,50000,0.5585,0.12528
-18.5,24.0,29.4,4.0,40.0,1000000,-1.025,0.05132
0.25,15.0,30.0,0.0,0.0,1000000,0.0273,0.00632
1.0,24.0,29.4,4.0,40.0,200000,0.3678,0.01606
2.25,21.0,30.0,2.0,40.0,200000,0.4596,0.01434
6.25,14.0,29.5,2.0,39.6,50000,0.8223,0.03873
-6.5,18.0,30.0,2.0,40.0,200000,-0.5226,0.01899
8.25,15.0,29.5,2.0,39.6,200000,1.0782,0.0176
-2.5,10.0,29.9,2.0,40.0,50000,-0.2174,0.01919
14.5,21.0,30.0,4.0,40.0,1000000,1.5536,0.03952
-3.5,21.0,30.0,0.0,0.0,100000,-0.4845,0.025
-2.0,21.0,30.0,4.0,40.0,200000,0.253,0.01501
7.75,21.0,30.0,2.0,40.0,200000,1.0877,0.0193
8.0,21.0,30.0,4.0,40.0,50000,0.3754,0.11777
-5.5,24.0,29.7,2.0,40.0,1000000,-0.2007,0.00971
16.75,12.0,30.0,4.0,40.0,200000,1.4401,0.08377
-6.5,21.0,30.0,0.0,0.0,100000,-0.9668,0.02682
-4.5,12.2,22.5,0.0,0.0,1000000,-0.4882,0.0084
-2.25,10.0,30.0,0.0,0.0,200000,-0.3373,0.00923
13.25,12.0,30.0,4.0,40.0,50000,1.352,0.07677
1.5,12.0,30.0,0.0,0.0,50000,0.0223,0.02311
-2.75,8.0,30.0,1.0,40.0,200000,-0.256,0.01017
0.75,9.0,30.9,0.0,0.0,100000,0.0138,0.01323
11.75,10.0,29.9,1.0,50.0,200000,1.0992,0.05447
9.5,11.0,29.5,2.5,39.6,200000,1.0947,0.02434
2.75,15.0,29.5,2.0,39.6,1000000,0.537,0.00669
16.75,24.0,29.7,2.0,40.0,200000,1.2286,0.05725
-8.25,21.0,30.0,2.0,40.0,50000,-0.7624,0.06698
18.0,18.0,30.0,2.0,40.0,200000,1.3426,0.07951
-1.5,9.0,30.9,0.0,0.0,200000,-0.3136,0.00907
-6.5,15.0,30.0,2.0,40.0,1000000,-0.4663,0.00946
13.25,15.0,29.5,2.0,39.6,200000,1.2698,0.04029
-7.5,21.0,30.0,4.0,40.0,100000,-0.5838,0.03908
-4.75,15.0,30.0,2.0,40.0,200000,-0.332,0.01599
4.0,24.0,30.0,0.0,0.0,50000,0.7022,0.05536
15.0,12.0,30.0,0.0,0.0,1000000,1.3814,0.03158
2.75,8.0,30.0,1.0,40.0,100000,0.4626,0.01293
1.5,24.0,29.4,4.0,40.0,50000,-0.4782,0.06681
15.5,15.0,30.0,0.0,0.0,1000000,1.3816,0.03289
5.75,24.0,29.4,4.0,40.0,50000,0.0849,0.10452
6.5,9.0,29.3,6.0,39.6,100000,1.3029,0.02494
-7.5,21.0,30.0,0.0,0.0,100000,-1.0177,0.02799
-7.25,12.0,29.9,1.0,40.0,50000,-0.7024,0.04262
6.0,10.0,30.0,0.0,0.0,200000,0.6614,0.01683
11.5,12.2,22.5,0.0,0.0,100000,0.6684,0.12975
-1.25,11.0,29.5,2.5,39.6,1000000,0.166,0.00615
11.75,21.0,30.0,2.0,40.0,100000,1.2404,0.03717
11.5,15.0,29.5,2.0,39.6,1000000,1.3573,0.01797
-6.5,10.0,29.9,2.0,40.0,1000000,-0.485,0.01042
7.25,9.0,29.3,6.0,39.6,200000,1.3839,0.01595
17.75,24.0,30.0,0.0,0.0,200000,1.1958,0.06344
-0.5,10.0,29.9,1.0,50.0,200000,0.0743,0.00995
4.25,8.0,30.0,0.0,0.0,1000000,0.4927,0.0085
9.0,12.0,30.1,6.0,39.6,200000,1.5355,0.01946
4.5,8.0,29.9,2.0,40.0,100000,0.7298,0.01406
-11.25,10.0,30.0,0.0,0.0,1000000,-1.188,0.01811
9.25,24.0,30.0,0.0,0.0,200000,1.0202,0.02444
-0.25,24.0,29.7,2.0,40.0,50000,-0.605,0.05617
-4.5,12.0,30.0,0.0,0.0,200000,-0.5783,0.01234
-16.25,15.0,30.0,0.0,0.0,200000,-1.0607,0.08367
6.0,18.0,30.0,4.0,40.0,100000,1.0559,0.02714
6.0,18.0,30.0,4.0,40.0,50000,0.3764,0.0929
-3.5,9.0,30.9,0.0,0.0,100000,-0.4884,0.01309
-16.5,24.0,29.4,4.0,40.0,200000,-1.029,0.05849
-10.0,18.0,30.0,4.0,40.0,200000,-0.7309,0.02937
8.25,24.0,29.4,4.0,40.0,1000000,1.1453,0.01611
-12.0,18.0,30.0,2.0,40.0,200000,-1.0657,0.03188
-9.25,15.0,30.0,2.0,40.0,200000,-0.8859,0.02634
-6.0,18.0,30.0,4.0,40.0,1000000,-0.1775,0.0094
10.75,15.0,30.9,4.0,40.2,50000,0.7191,0.11097
0.0,8.0,30.0,1.0,40.0,100000,0.0198,0.01192
10.25,14.0,29.5,2.0,39.6,200000,1.1659,0.02475
5.0,8.0,30.0,0.0,0.0,50000,0.5518,0.02583
-9.25,9.0,29.3,6.0,39.6,50000,-0.3119,0.12967
0.75,18.0,30.0,0.0,0.0,100000,0.1085,0.02058
11.25,18.0,30.0,2.0,40.0,200000,1.2117,0.02616
10.75,21.0,30.0,4.0,40.0,1000000,1.4272,0.01858
16.25,12.0,30.0,4.0,40.0,100000,1.2836,0.10833
3.0,18.0,30.0,2.0,40.0,100000,0.7416,0.0205
-3.5,15.0,29.5,2.0,39.6,200000,-0.1565,0.01401
12.25,12.0,30.0,0.0,0.0,200000,1.1101,0.04727
-1.5,21.0,30.0,0.0,0.0,50000,-0.388,0.04646
-14.75,10.0,29.9,2.0,40.0,1000000,-1.0707,0.06077
-5.75,8.0,30.0,0.0,0.0,50000,-0.6298,0.03252
13.75,15.0,30.0,2.0,40.0,100000,1.3316,0.05351
18.0,18.0,30.0,2.0,40.0,1000000,1.4947,0.06576
3.5,21.0,30.0,2.0,40.0,100000,0.7375,0.02503
14.0,12.0,30.0,0.0,0.0,1000000,1.3509,0.02602
-4.25,12.0,30.0,2.0,40.0,50000,-0.4199,0.02773
-0.75,12.2,22.5,0.0,0.0,200000,-0.0902,0.00988
-5.0,10.0,29.9,2.0,40.0,1000000,-0.2986,0.00868
-0.25,21.0,30.0,2.0,40.0,100000,0.1427,0.02289
4.5,12.0,30.0,0.0,0.0,50000,0.5816,0.02327
12.25,15.0,30.0,2.0,40.0,100000,1.2586,0.04151
-10.25,11.0,29.5,2.5,39.6,1000000,-0.8608,0.01794
-6.25,12.0,29.9,1.0,40.0,200000,-0.6477,0.01774
11.25,15.0,29.5,2.0,39.6,1000000,1.3405,0.01745
9.25,11.0,29.5,2.5,39.6,50000,1.1113,0.04047
14.0,18.0,30.0,0.0,0.0,1000000,1.3198,0.02267
0.0,10.0,30.0,0.0,0.0,1000000,0.0,0.00469
-4.0,8.0,30.0,0.0,0.0,50000,-0.4757,0.01821
-4.25,21.0,30.0,2.0,40.0,50000,-0.6815,0.04293
-7.0,8.0,29.9,2.0,40.0,100000,-0.5012,0.07229
16.75,12.0,30.0,4.0,40.0,100000,1.2101,0.12886
12.25,9.0,30.9,0.0,0.0,1000000,1.192,0.02475
-3.25,12.2,22.5,0.0,0.0,200000,-0.4586,0.014
-6.0,24.0,30.0,0.0,0.0,100000,-0.794,0.03082
-5.0,12.0,30.0,2.0,40.0,200000,-0.4426,0.01682
5.25,11.0,29.5,2.5,39.6,1000000,0.8888,0.00817
4.0,8.0,29.9,2.0,40.0,1000000,0.6631,0.00897
-3.25,12.0,30.0,2.0,40.0,200000,-0.1739,0.01346
2.0,10.0,29.9,1.0,50.0,200000,0.4029,0.00899
-6.5,12.0,30.1,6.0,39.6,100000,-0.2745,0.09372
-8.0,21.0,30.0,0.0,0.0,200000,-0.9676,0.02111
-2.25,10.0,29.9,2.0,40.0,100000,-0.1771,0.0147
2.75,18.0,30.0,2.0,40.0,1000000,0.541,0.00747
9.75,24.0,29.7,2.0,40.0,1000000,1.0711,0.01721
-7.0,10.0,29.9,1.0,50.0,100000,-0.6647,0.03274
-7.0,12.0,30.0,2.0,40.0,1000000,-0.5207,0.01059
8.5,18.0,30.0,4.0,40.0,100000,1.2862,0.03039
-10.5,15.0,30.0,0.0,0.0,100000,-1.0416,0.03713
6.75,11.0,29.5,2.5,39.6,50000,0.96,0.03078
19.0,24.0,30.0,0.0,0.0,200000,1.1868,0.07821
3.75,12.0,30.1,6.0,39.6,200000,1.0606,0.01377
-15.25,10.0,29.9,1.0,50.0,1000000,-1.2301,0.04798
-3.0,9.0,30.9,0.0,0.0,1000000,-0.3557,0.00677
-4.25,12.0,30.0,2.0,40.0,200000,-0.3259,0.0151
-13.75,12.2,22.5,0.0,0.0,1000000,-1.4311,0.02037
8.75,10.0,29.9,1.0,50.0,1000000,1.051,0.01414
0.5,11.0,29.5,2.5,39.6,200000,0.4632,0.00959
16.75,12.2,22.5,0.0,0.0,1000000,1.5661,0.03239
3.75,21.0,30.0,0.0,0.0,1000000,0.4014,0.00849
2.0,15.0,30.0,2.0,40.0,50000,0.2956,0.03684
5.0,21.0,30.0,2.0,40.0,200000,0.8362,0.01724
4.0,8.0,30.0,1.0,40.0,100000,0.5745,0.01306
16.25,12.0,30.1,6.0,39.6,100000,1.4906,0.08829
-4.25,10.0,29.9,2.0,40.0,50000,-0.3733,0.02798
1.5,15.0,30.9,4.0,40.2,1000000,0.5212,0.00672
-9.25,8.0,29.9,2.0,40.0,1000000,-0.7832,0.0213
18.25,12.2,22.5,0.0,0.0,1000000,1.5403,0.05327
12.5,15.0,30.0,0.0,0.0,100000,1.0972,0.05379
5.0,12.0,30.0,2.0,40.0,100000,0.8043,0.01717
-4.75,18.0,30.0,2.0,40.0,200000,-0.278,0.01603
-12.0,21.0,30.0,2.0,40.0,1000000,-0.967,0.01542
4.0,24.0,29.4,4.0,40.0,100000,0.7511,0.03779
17.75,14.0,29.5,2.0,39.6,200000,1.2871,0.09299
-12.0,24.0,30.0,0.0,0.0,100000,-1.1682,0.04097
-6.5,21.0,30.0,4.0,40.0,100000,-0.4712,0.03659
-19.25,24.0,30.0,0.0,0.0,200000,-1.1728,0.0825
-6.75,8.0,30.0,1.0,40.0,50000,-0.5352,0.08041
17.5,15.0,29.5,2.0,39.6,200000,1.3314,0.08059
11.0,15.0,30.9,4.0,40.2,50000,0.6996,0.11651
7.75,24.0,30.0,0.0,0.0,200000,0.8161,0.02162
11.25,24.0,30.0,0.0,0.0,50000,0.2515,0.13905
0.5,8.0,30.0,0.0,0.0,200000,0.0189,0.00845
-9.25,24.0,30.0,0.0,0.0,200000,-1.0195,0.02444
14.25,15.0,29.5,2.0,39.6,100000,1.3119,0.05767
12.75,12.2,22.5,0.0,0.0,1000000,1.3546,0.01801
-3.75,10.0,29.9,2.0,40.0,50000,-0.326,0.02513
6.75,24.0,29.4,4.0,40.0,1000000,0.9746,0.01373
6.75,12.0,30.0,2.0,40.0,100000,0.9522,0.01903
3.25,24.0,30.0,0.0,0.0,50000,0.4813,0.06112
4.75,12.0,29.9,1.0,40.0,200000,0.6831,0.01195
7.5,24.0,30.0,0.0,0.0,1000000,0.7374,0.01104
10.75,12.0,30.1,6.0,39.6,1000000,1.6092,0.02162
12.75,15.0,29.5,2.0,39.6,100000,1.2876,0.0443
18.25,15.0,30.9,4.0,40.2,1000000,1.5284,0.07045
-4.75,9.0,29.3,6.0,39.6,100000,-0.1923,0.0743
-0.25,9.0,29.3,6.0,39.6,1000000,0.6532,0.00697
-6.5,11.0,29.5,2.5,39.6,100000,-0.5816,0.03963
-10.75,24.0,29.7,2.0,40.0,1000000,-0.6718,0.01382
8.75,10.0,29.9,2.0,40.0,1000000,1.1489,0.01494
2.75,24.0,29.7,2.0,40.0,200000,0.35,0.01564
-13.5,12.0,30.0,2.0,40.0,1000000,-1.1881,0.02254
11.5,18.0,30.0,4.0,40.0,100000,1.4415,0.03596
-1.75,9.0,30.9,0.0,0.0,1000000,-0.1893,0.00525
-6.25,21.0,30.0,0.0,0.0,200000,-0.7005,0.01845
3.75,12.2,22.5,0.0,0.0,50000,0.503,0.02496
-1.0,8.0,29.9,2.0,40.0,100000,-0.0117,0.01248
-11.25,8.0,30.0,1.0,40.0,1000000,-1.0342,0.02891
-0.75,15.0,30.0,0.0,0.0,100000,-0.1605,0.01912
1.5,18.0,30.0,2.0,40.0,50000,0.2572,0.04422
17.75,24.0,30.0,0.0,0.0,1000000,1.3309,0.05184
-12.0,15.0,30.0,2.0,40.0,200000,-0.9989,0.03881
4.0,15.0,30.0,0.0,0.0,1000000,0.4328,0.0074
5.5,15.0,30.0,2.0,40.0,1000000,0.8954,0.00878
12.75,9.0,29.3,6.0,39.6,1000000,1.5365,0.03642
-15.0,18.0,30.0,2.0,40.0,200000,-1.0705,0.04537
5.75,24.0,29.7,2.0,40.0,200000,0.8004,0.01993
-5.5,21.0,30.0,2.0,40.0,200000,-0.3434,0.0174
10.5,11.0,29.5,2.5,39.6,200000,1.1377,0.02959
17.5,12.0,30.0,0.0,0.0,1000000,1.3059,0.07416
5.75,18.0,30.0,0.0,0.0,1000000,0.6174,0.00895
2.25,14.0,29.5,2.0,39.6,100000,0.5712,0.01672
1.5,24.0,30.0,0.0,0.0,100000,0.1793,0.02547
-3.5,8.0,30.0,0.0,0.0,50000,-0.4424,0.01845
14.25,9.0,29.3,6.0,39.6,200000,1.4821,0.06949
2.0,15.0,30.0,0.0,0.0,200000,0.2286,0.01183
10.25,8.0,30.0,1.0,40.0,1000000,1.1722,0.02046
8.5,15.0,30.9,4.0,40.2,1000000,1.2537,0.01178
9.0,18.0,30.0,2.0,40.0,50000,0.5926,0.09197
-0.5,18.0,30.0,4.0,40.0,200000,0.4106,0.01293
7.25,24.0,29.4,4.0,40.0,200000,1.1405,0.02229
-2.5,12.0,30.0,4.0,40.0,50000,-0.1884,0.0347
-12.5,24.0,29.4,4.0,40.0,200000,-0.8636,0.03442
12.25,18.0,30.0,2.0,40.0,1000000,1.374,0.02004
-1.75,12.0,30.1,6.0,39.6,1000000,0.4611,0.00764
12.5,15.0,29.5,2.0,39.6,1000000,1.4137,0.02088
-10.25,18.0,30.0,4.0,40.0,1000000,-0.6387,0.01239
1.25,18.0,30.0,2.0,40.0,100000,0.4041,0.02131
-5.5,18.0,30.0,4.0,40.0,1000000,-0.1226,0.00914
-6.25,8.0,29.9,2.0,40.0,50000,-0.4705,0.07597
19.25,24.0,30.0,0.0,0.0,1000000,1.325,0.06938
-0.5,21.0,30.0,2.0,40.0,200000,0.1785,0.01371
4.5,18.0,30.0,0.0,0.0,200000,0.5334,0.01533
7.25,18.0,30.0,4.0,40.0,200000,1.2161,0.01821
-7.25,18.0,30.0,4.0,40.0,200000,-0.3637,0.02168
14.5,12.0,30.0,2.0,40.0,100000,1.0377,0.10673
6.75,12.0,30.1,6.0,39.6,100000,1.3072,0.02824
0.25,14.0,29.5,2.0,39.6,200000,0.2667,0.01065
4.5,11.0,29.5,2.5,39.6,200000,0.812,0.01164
19.25,12.0,30.1,6.0,39.6,1000000,1.6307,0.11712
-1.5,18.0,30.0,2.0,40.0,200000,0.0743,0.01246
-8.75,12.0,29.9,1.0,40.0,100000,-0.8011,0.04172
-9.5,10.0,29.9,1.0,50.0,1000000,-0.9387,0.01425
-2.75,12.0,30.0,2.0,40.0,50000,-0.2902,0.02263
12.0,14.0,29.5,2.0,39.6,50000,1.1237,0.06835
-7.5,12.0,29.9,1.0,40.0,200000,-0.7459,0.02164
