alpha,max_thickness,chord_at_max_thickness,max_camber,chord_at_max_camber,reynolds_no,CL,CD
13.5,24.0,30.0,0.0,0.0,200000,1.1117,0.03447
13.75,12.0,30.0,4.0,40.0,50000,1.2801,0.08958
-11.25,15.0,29.5,2.0,39.6,200000,-0.9796,0.03357
5.0,12.0,30.0,2.0,40.0,1000000,0.8089,0.00804
-6.25,18.0,30.0,4.0,40.0,200000,-0.2303,0.0195
-6.0,18.0,30.0,2.0,40.0,200000,-0.4556,0.01821
-12.75,12.0,30.0,0.0,0.0,1000000,-1.3004,0.02117
7.0,21.0,30.0,4.0,40.0,100000,1.0778,0.03319
7.0,12.0,29.9,1.0,40.0,100000,0.8491,0.021
9.75,18.0,30.0,2.0,40.0,200000,1.1508,0.02121
4.75,9.0,29.3,6.0,39.6,100000,1.1351,0.02177
-1.25,21.0,30.0,4.0,40.0,100000,0.1979,0.02653
4.75,15.0,30.9,4.0,40.2,1000000,1.0113,0.00849
0.0,21.0,30.0,0.0,0.0,50000,0.0,0.0504
-4.5,12.0,30.0,2.0,40.0,1000000,-0.2465,0.00798
6.25,15.0,30.9,4.0,40.2,50000,0.5051,0.07253
13.75,15.0,29.5,2.0,39.6,200000,1.2826,0.04385
-4.75,9.0,30.9,0.0,0.0,100000,-0.5639,0.01787
10.25,15.0,30.0,0.0,0.0,1000000,1.1251,0.01503
2.75,15.0,30.0,0.0,0.0,1000000,0.299,0.00677
1.25,15.0,29.5,2.0,39.6,200000,0.4013,0.01155
-4.0,15.0,30.0,0.0,0.0,1000000,-0.4328,0.0074
14.25,12.0,30.1,6.0,39.6,200000,1.4713,0.06682
10.0,12.0,29.9,1.0,40.0,100000,1.0893,0.03971
-0.25,15.0,30.0,0.0,0.0,1000000,-0.0273,0.00632
7.0,24.0,29.7,2.0,40.0,200000,0.9739,0.02183
-1.0,12.0,29.9,1.0,40.0,100000,-0.0985,0.01681
-6.25,8.0,29.9,2.0,40.0,100000,-0.4842,0.06007
-8.0,15.0,29.5,2.0,39.6,100000,-0.7879,0.0325
9.0,12.0,30.0,0.0,0.0,50000,0.8743,0.05501
7.75,15.0,30.9,4.0,40.2,1000000,1.2073,0.0107
15.5,15.0,30.9,4.0,40.2,200000,1.3808,0.05445
-4.25,15.0,30.0,0.0,0.0,200000,-0.5848,0.01381
14.75,21.0,30.0,0.0,0.0,1000000,1.3182,0.02648
12.0,18.0,30.0,2.0,40.0,100000,1.2626,0.03619
1.5,15.0,30.0,0.0,0.0,200000,0.1627,0.01136
-16.75,12.2,22.5,0.0,0.0,1000000,-1.5644,0.03241
-5.5,15.0,30.9,4.0,40.2,1000000,-0.1015,0.00853
6.75,12.2,22.5,0.0,0.0,200000,0.7632,0.01845
-4.75,9.0,30.9,0.0,0.0,50000,-0.5614,0.0233
-4.5,9.0,30.9,0.0,0.0,50000,-0.5414,0.02154
-6.0,11.0,29.5,2.5,39.6,100000,-0.5612,0.03321
-8.5,8.0,29.9,2.0,40.0,1000000,-0.728,0.01749
9.25,24.0,29.7,2.0,40.0,200000,1.1173,0.0243
9.0,24.0,29.4,4.0,40.0,100000,0.4756,0.09036
-1.0,21.0,30.0,4.0,40.0,100000,0.2264,0.02623
-2.25,10.0,29.9,2.0,40.0,50000,-0.1409,0.01829
-0.5,24.0,29.4,4.0,40.0,50000,-0.6384,0.06104
5.25,24.0,29.4,4.0,40.0,100000,0.7373,0.04061
-8.25,18.0,30.0,4.0,40.0,1000000,-0.4236,0.01081
-3.0,8.0,30.0,1.0,40.0,50000,-0.3058,0.01655
3.0,12.0,30.1,6.0,39.6,50000,0.5632,0.05831
-6.0,8.0,29.9,2.0,40.0,200000,-0.484,0.02727
2.25,12.0,30.1,6.0,39.6,100000,0.8638,0.02079
6.75,18.0,30.0,2.0,40.0,1000000,0.9901,0.01022
-7.0,9.0,29.3,6.0,39.6,100000,-0.4029,0.1142
15.0,18.0,30.0,2.0,40.0,200000,1.2906,0.05181
2.25,15.0,30.9,4.0,40.2,1000000,0.7151,0.00699
5.25,8.0,29.9,2.0,40.0,1000000,0.7956,0.01023
17.75,18.0,30.0,4.0,40.0,100000,1.4051,0.09231
-9.75,18.0,30.0,0.0,0.0,50000,-0.7409,0.06466
7.5,12.0,30.0,4.0,40.0,100000,1.2409,0.0224
-8.75,15.0,30.9,4.0,40.2,200000,-0.654,0.02864
-2.0,12.0,29.9,1.0,40.0,200000,-0.145,0.01096
0.25,12.0,30.0,2.0,40.0,200000,0.3359,0.00994
-0.25,15.0,30.0,2.0,40.0,50000,0.0017,0.03183
-9.5,10.0,29.9,1.0,50.0,200000,-0.7885,0.04923
5.75,12.0,30.0,2.0,40.0,200000,0.8687,0.01309
-3.75,12.0,29.9,1.0,40.0,200000,-0.4189,0.01306
-4.75,11.0,29.5,2.5,39.6,200000,-0.3691,0.01769
1.75,24.0,29.7,2.0,40.0,50000,-0.2887,0.06802
-5.25,18.0,30.0,0.0,0.0,50000,-0.7478,0.03498
12.25,18.0,30.0,2.0,40.0,200000,1.2417,0.03112
10.75,8.0,30.0,1.0,40.0,1000000,1.212,0.02238
-5.5,12.0,30.1,6.0,39.6,100000,-0.1927,0.07702
0.5,9.0,29.3,6.0,39.6,50000,0.3298,0.04275
-5.75,12.0,29.9,1.0,40.0,200000,-0.6083,0.01649
11.5,12.0,30.0,2.0,40.0,100000,1.2639,0.04793
-7.5,15.0,30.9,4.0,40.2,100000,-0.673,0.04677
-5.75,15.0,30.9,4.0,40.2,200000,-0.2735,0.01984
-6.75,21.0,30.0,2.0,40.0,100000,-0.7146,0.03139
12.25,12.0,30.0,2.0,40.0,50000,0.8261,0.12916
-5.5,21.0,30.0,0.0,0.0,200000,-0.589,0.01729
-13.25,15.0,30.0,0.0,0.0,100000,-1.0543,0.06363
-2.25,21.0,30.0,4.0,40.0,200000,0.2278,0.01508
0.25,12.0,29.9,1.0,40.0,200000,0.1722,0.01018
1.75,15.0,30.0,2.0,40.0,50000,0.2781,0.03609
9.0,9.0,30.9,0.0,0.0,1000000,0.9883,0.01383
16.75,15.0,30.9,4.0,40.2,200000,1.3678,0.0694
-4.0,14.0,29.5,2.0,39.6,100000,-0.427,0.02139
-0.75,21.0,30.0,4.0,40.0,100000,0.2676,0.0255
13.75,10.0,29.9,2.0,40.0,1000000,1.5035,0.02749
-10.75,21.0,30.0,2.0,40.0,100000,-1.0704,0.04149
16.5,24.0,29.4,4.0,40.0,200000,1.3283,0.05986
0.5,9.0,30.9,0.0,0.0,50000,0.0199,0.01704
-4.5,15.0,30.0,0.0,0.0,100000,-0.6478,0.01813
4.5,9.0,30.9,0.0,0.0,50000,0.5413,0.02154
-12.25,12.0,30.0,0.0,0.0,100000,-0.7724,0.10051
-0.5,14.0,29.5,2.0,39.6,50000,-0.0886,0.028
14.0,18.0,30.0,4.0,40.0,1000000,1.5894,0.03313
-10.75,21.0,30.0,0.0,0.0,200000,-1.0521,0.02497
-18.5,12.0,30.0,0.0,0.0,1000000,-1.2258,0.10236
-7.25,9.0,30.9,0.0,0.0,1000000,-0.8417,0.0113
12.25,12.0,30.0,0.0,0.0,1000000,1.2651,0.01988
7.5,12.2,22.5,0.0,0.0,200000,0.8286,0.01997
2.25,12.0,30.0,0.0,0.0,50000,0.2694,0.02476
-6.5,8.0,30.0,0.0,0.0,100000,-0.6925,0.03043
14.75,21.0,30.0,4.0,40.0,1000000,1.559,0.04144
18.0,15.0,30.9,4.0,40.2,100000,1.3465,0.08926
5.0,9.0,30.9,0.0,0.0,1000000,0.6245,0.00923
9.75,18.0,30.0,0.0,0.0,50000,0.7409,0.06471
-0.75,15.0,30.0,0.0,0.0,200000,-0.0803,0.0109
-6.5,18.0,30.0,0.0,0.0,50000,-0.8113,0.03791
-2.5,10.0,29.9,1.0,50.0,200000,-0.2716,0.01053
11.75,24.0,29.7,2.0,40.0,1000000,1.2161,0.02234
3.75,12.0,30.0,2.0,40.0,100000,0.6843,0.0162
9.75,24.0,30.0,0.0,0.0,50000,0.1882,0.12382
5.25,15.0,30.9,4.0,40.2,50000,0.4489,0.06572
14.25,15.0,30.0,2.0,40.0,100000,1.3106,0.0593
-8.5,18.0,30.0,4.0,40.0,100000,-0.7277,0.04415
5.5,12.0,29.9,1.0,40.0,200000,0.7452,0.01294
11.0,12.0,30.0,2.0,40.0,1000000,1.35,0.0178
8.75,21.0,30.0,2.0,40.0,50000,0.3176,0.1138
-2.75,12.0,30.0,0.0,0.0,200000,-0.4236,0.01094
-14.25,18.0,30.0,0.0,0.0,1000000,-1.3308,0.02365
-8.75,24.0,29.4,4.0,40.0,100000,-0.8123,0.04676
0.5,18.0,30.0,0.0,0.0,1000000,0.0547,0.00716
1.5,15.0,30.0,2.0,40.0,50000,0.2278,0.03572
-0.5,9.0,29.3,6.0,39.6,1000000,0.6273,0.00698
9.75,8.0,29.9,2.0,40.0,200000,1.07,0.05717
15.0,24.0,29.7,2.0,40.0,1000000,1.2966,0.03762
-5.0,18.0,30.0,2.0,40.0,100000,-0.5026,0.0261
-16.25,18.0,30.0,0.0,0.0,200000,-1.2041,0.0563
7.75,18.0,30.0,4.0,40.0,50000,0.4703,0.10843
-4.25,12.0,30.0,4.0,40.0,1000000,0.0117,0.00793
4.25,12.0,30.0,2.0,40.0,100000,0.7331,0.01659
8.0,15.0,30.9,4.0,40.2,50000,0.6177,0.08455
-9.75,8.0,30.0,1.0,40.0,200000,-0.6229,0.10337
-5.75,21.0,30.0,2.0,40.0,100000,-0.5792,0.0298
-9.75,8.0,30.0,1.0,40.0,50000,-0.4539,0.1127
2.25,9.0,29.3,6.0,39.6,1000000,0.9141,0.00642
-3.25,15.0,30.0,0.0,0.0,100000,-0.5497,0.01751
2.5,8.0,30.0,1.0,40.0,50000,0.2112,0.02054
-6.75,15.0,29.5,2.0,39.6,1000000,-0.4921,0.00969
-5.5,12.0,30.0,2.0,40.0,200000,-0.5215,0.01805
-3.0,9.0,29.3,6.0,39.6,100000,0.0502,0.04968
-9.25,8.0,30.0,0.0,0.0,100000,-0.5657,0.09227
-0.5,24.0,30.0,0.0,0.0,50000,-0.1215,0.06111
-7.0,11.0,29.5,2.5,39.6,1000000,-0.4582,0.01046
1.25,15.0,30.0,0.0,0.0,200000,0.1357,0.01119
0.0,10.0,29.9,2.0,40.0,50000,0.0106,0.02041
4.0,24.0,30.0,0.0,0.0,200000,0.3966,0.01635
-2.0,12.2,22.5,0.0,0.0,50000,-0.3528,0.01992
-0.5,18.0,30.0,0.0,0.0,50000,-0.2062,0.04015
0.5,9.0,30.9,0.0,0.0,100000,0.0085,0.01303
10.75,10.0,29.9,1.0,50.0,200000,1.1024,0.04501
9.0,12.0,30.0,4.0,40.0,200000,1.3267,0.01944
4.25,15.0,30.0,0.0,0.0,1000000,0.4591,0.00758
2.75,21.0,30.0,2.0,40.0,100000,0.5826,0.02466
-8.0,12.0,29.9,1.0,40.0,200000,-0.7849,0.02326
4.0,8.0,30.0,0.0,0.0,50000,0.4757,0.01821
0.5,15.0,29.5,2.0,39.6,100000,0.4104,0.01843
11.25,15.0,30.0,2.0,40.0,200000,1.1985,0.02882
-3.0,21.0,30.0,2.0,40.0,200000,-0.0782,0.01465
-12.25,12.2,22.5,0.0,0.0,1000000,-1.3094,0.01722
-12.75,15.0,30.0,0.0,0.0,200000,-1.1558,0.03658
10.25,24.0,30.0,0.0,0.0,1000000,0.9579,0.01442
17.25,24.0,29.7,2.0,40.0,200000,1.219,0.06261
19.0,15.0,30.9,4.0,40.2,200000,1.3572,0.09707
14.25,15.0,30.0,2.0,40.0,1000000,1.4825,0.02921
-4.25,12.0,30.0,2.0,40.0,100000,-0.4122,0.02023
-2.25,12.0,30.1,6.0,39.6,1000000,0.4079,0.00769
19.25,21.0,30.0,4.0,40.0,1000000,1.5657,0.09046
7.25,18.0,30.0,4.0,40.0,50000,0.434,0.10317
-7.25,10.0,30.0,0.0,0.0,1000000,-0.8094,0.01176
9.0,8.0,29.9,2.0,40.0,100000,1.0586,0.05506
-9.5,12.0,30.0,4.0,40.0,1000000,-0.5547,0.01456
9.75,15.0,30.0,0.0,0.0,100000,0.9938,0.03268
-4.0,24.0,29.4,4.0,40.0,200000,-0.0102,0.01767
-3.25,9.0,29.3,6.0,39.6,100000,0.0241,0.05203
11.5,24.0,30.0,0.0,0.0,200000,1.0919,0.02826
3.0,8.0,29.9,2.0,40.0,1000000,0.5646,0.0068
-9.5,12.0,30.0,0.0,0.0,50000,-0.8519,0.06488
-17.5,12.0,30.0,2.0,40.0,1000000,-1.1118,0.08608
19.25,18.0,30.0,2.0,40.0,200000,1.3662,0.09148
12.5,8.0,29.9,2.0,40.0,1000000,1.3719,0.03238
6.0,24.0,29.7,2.0,40.0,200000,0.8364,0.02034
-5.75,14.0,29.5,2.0,39.6,100000,-0.5967,0.02444
10.25,24.0,29.7,2.0,40.0,200000,1.1188,0.02613
12.25,12.0,29.9,1.0,40.0,1000000,1.3385,0.02084
-15.0,21.0,30.0,0.0,0.0,100000,-1.0716,0.06221
11.0,12.0,30.0,4.0,40.0,1000000,1.4938,0.01986
-3.5,11.0,29.5,2.5,39.6,1000000,-0.0653,0.00718
12.0,12.2,22.5,0.0,0.0,200000,1.1829,0.03664
-14.0,24.0,30.0,0.0,0.0,200000,-1.1203,0.03698
10.75,14.0,29.5,2.0,39.6,100000,1.1939,0.03413
-1.5,12.2,22.5,0.0,0.0,200000,-0.1995,0.01111
-1.75,8.0,29.9,2.0,40.0,200000,-0.0495,0.00996
6.5,12.0,30.0,0.0,0.0,100000,0.7235,0.02143
-7.25,10.0,29.9,1.0,50.0,100000,-0.6799,0.03562
10.25,21.0,30.0,2.0,40.0,100000,1.2065,0.03248
6.75,12.0,29.9,1.0,40.0,50000,0.8381,0.0286
5.5,21.0,30.0,0.0,0.0,200000,0.5891,0.01728
-2.75,24.0,29.4,4.0,40.0,1000000,-0.0095,0.00978
-16.0,24.0,30.0,0.0,0.0,1000000,-1.3041,0.03627
12.25,14.0,29.5,2.0,39.6,200000,1.2408,0.03499
3.0,10.0,29.9,2.0,40.0,200000,0.5932,0.00985
-5.0,15.0,29.5,2.0,39.6,1000000,-0.3033,0.00836
12.0,14.0,29.5,2.0,39.6,1000000,1.3935,0.01959
-3.0,12.0,30.0,2.0,40.0,100000,-0.3019,0.01831
-10.0,15.0,29.5,2.0,39.6,100000,-0.8564,0.04619
9.0,15.0,30.0,0.0,0.0,100000,0.9434,0.02889
2.0,15.0,30.0,0.0,0.0,100000,0.3925,0.01807
-4.5,21.0,30.0,0.0,0.0,50000,-0.7837,0.04171
6.0,21.0,30.0,0.0,0.0,1000000,0.6333,0.0095
5.0,24.0,29.4,4.0,40.0,50000,0.0371,0.09829
-1.5,24.0,29.4,4.0,40.0,100000,-0.2942,0.03908
-6.25,15.0,30.9,4.0,40.2,100000,-0.5407,0.03613
-5.75,9.0,29.3,6.0,39.6,100000,-0.3002,0.09073
-6.75,21.0,30.0,0.0,0.0,200000,-0.7844,0.01919
12.5,12.0,30.0,0.0,0.0,200000,1.0959,0.0496
6.25,24.0,29.4,4.0,40.0,1000000,0.9084,0.01277
-2.25,15.0,30.0,2.0,40.0,1000000,-0.0019,0.00715
4.25,15.0,30.0,2.0,40.0,200000,0.7725,0.01292
18.5,21.0,30.0,0.0,0.0,200000,1.1994,0.07641
-6.75,12.0,29.9,1.0,40.0,200000,-0.6874,0.01898
-9.5,15.0,30.9,4.0,40.2,200000,-0.7325,0.03256
3.75,18.0,30.0,0.0,0.0,200000,0.4199,0.01443
-3.0,15.0,29.5,2.0,39.6,1000000,-0.084,0.00736
-13.25,24.0,29.7,2.0,40.0,1000000,-0.9237,0.02
2.25,10.0,29.9,1.0,50.0,1000000,0.3672,0.00562
1.25,21.0,30.0,0.0,0.0,50000,0.3539,0.04667
3.25,15.0,30.9,4.0,40.2,200000,0.8891,0.01321
8.5,12.2,22.5,0.0,0.0,1000000,0.9694,0.01183
-13.75,21.0,30.0,0.0,0.0,100000,-1.141,0.04769
11.25,12.2,22.5,0.0,0.0,1000000,1.2209,0.0154
3.0,12.0,30.1,6.0,39.6,100000,0.9315,0.02212
1.75,24.0,30.0,0.0,0.0,1000000,0.182,0.00884
-7.0,9.0,30.9,0.0,0.0,100000,-0.754,0.03062
-2.5,8.0,30.0,0.0,0.0,50000,-0.1649,0.01782
-8.75,8.0,29.9,2.0,40.0,1000000,-0.7471,0.01859
-2.25,21.0,30.0,4.0,40.0,1000000,0.2268,0.00894
-12.75,21.0,30.0,2.0,40.0,1000000,-1.0526,0.01706
0.5,12.2,22.5,0.0,0.0,1000000,0.0491,0.00737
-6.5,12.0,30.1,6.0,39.6,50000,-0.4215,0.11416
10.25,9.0,29.3,6.0,39.6,100000,1.3387,0.03846
-8.5,12.0,30.1,6.0,39.6,100000,-0.3935,0.12437
0.5,10.0,29.9,2.0,40.0,100000,0.2669,0.01577
-1.75,21.0,30.0,0.0,0.0,50000,-0.4532,0.04526
8.25,12.0,29.9,1.0,40.0,200000,0.9519,0.02104
11.5,21.0,30.0,0.0,0.0,200000,1.0607,0.02673
2.25,11.0,29.5,2.5,39.6,50000,0.308,0.03251
-2.75,15.0,30.0,0.0,0.0,100000,-0.511,0.01752
8.0,21.0,30.0,2.0,40.0,200000,1.0898,0.01951
1.75,9.0,30.9,0.0,0.0,1000000,0.1894,0.00525
2.75,9.0,30.9,0.0,0.0,1000000,0.3232,0.00641
-0.5,12.0,30.0,0.0,0.0,200000,-0.07,0.01025
-7.75,18.0,30.0,4.0,40.0,100000,-0.6357,0.0393
0.75,24.0,30.0,0.0,0.0,50000,0.2383,0.05846
4.0,12.0,30.0,2.0,40.0,200000,0.708,0.01141
-1.25,21.0,30.0,2.0,40.0,200000,0.1033,0.01376
-4.75,10.0,30.0,0.0,0.0,200000,-0.5583,0.0128
0.75,12.0,30.0,4.0,40.0,200000,0.5733,0.01027
-4.25,15.0,30.0,0.0,0.0,100000,-0.6283,0.01792
-11.5,12.2,22.5,0.0,0.0,100000,-0.6685,0.12966
1.0,12.0,29.9,1.0,40.0,1000000,0.2274,0.00546
-6.75,12.0,29.9,1.0,40.0,1000000,-0.6378,0.0106
3.75,8.0,29.9,2.0,40.0,50000,0.593,0.0273
13.5,21.0,30.0,0.0,0.0,100000,1.1694,0.04524
7.25,8.0,29.9,2.0,40.0,1000000,1.0008,0.01286
10.0,15.0,30.9,4.0,40.2,200000,1.2965,0.0208
1.0,21.0,30.0,0.0,0.0,1000000,0.108,0.00798
16.5,11.0,29.5,2.5,39.6,1000000,1.3979,0.05708
-7.25,12.0,30.0,0.0,0.0,50000,-0.7876,0.0354
-9.0,24.0,29.7,2.0,40.0,200000,-0.7239,0.02526
14.0,9.0,29.3,6.0,39.6,50000,1.3841,0.09863
7.0,9.0,29.3,6.0,39.6,100000,1.3487,0.0256
-3.25,9.0,29.3,6.0,39.6,200000,0.2816,0.01944
-9.0,24.0,30.0,0.0,0.0,100000,-1.1569,0.0344
1.5,12.0,30.0,2.0,40.0,50000,0.2231,0.02966
7.75,15.0,30.0,0.0,0.0,200000,0.8774,0.01836
0.5,15.0,30.9,4.0,40.2,100000,0.5565,0.02003
-5.75,8.0,30.0,1.0,40.0,100000,-0.5351,0.03024
-12.75,12.0,30.0,0.0,0.0,100000,-0.5002,0.13756
7.25,15.0,30.9,4.0,40.2,50000,0.5799,0.07899
-2.75,24.0,29.4,4.0,40.0,50000,-0.7769,0.05999
0.25,8.0,29.9,2.0,40.0,1000000,0.2592,0.00417
13.25,15.0,30.0,0.0,0.0,1000000,1.3008,0.02122
1.75,12.0,30.0,0.0,0.0,50000,0.1036,0.02406
-4.75,18.0,30.0,2.0,40.0,100000,-0.4561,0.02572
-2.75,12.0,29.9,1.0,40.0,1000000,-0.1746,0.00659
-3.75,8.0,29.9,2.0,40.0,200000,-0.2809,0.01509
-6.5,12.0,30.0,4.0,40.0,200000,-0.3582,0.02703
16.0,9.0,30.9,0.0,0.0,1000000,0.9237,0.11857
-6.25,12.2,22.5,0.0,0.0,100000,-0.716,0.02561
-0.75,12.0,30.0,4.0,40.0,1000000,0.4012,0.00694
-6.75,10.0,29.9,2.0,40.0,200000,-0.5898,0.02503
14.0,10.0,29.9,2.0,40.0,1000000,1.5049,0.02929
-0.75,10.0,29.9,2.0,40.0,200000,0.2034,0.00976
2.75,18.0,30.0,0.0,0.0,1000000,0.2993,0.0075
-14.25,12.0,30.0,0.0,0.0,1000000,-1.359,0.02718
0.0,15.0,30.0,2.0,40.0,50000,0.0358,0.0323
15.75,15.0,30.9,4.0,40.2,1000000,1.5401,0.0421
11.25,15.0,29.5,2.0,39.6,100000,1.2215,0.03505
-5.75,15.0,29.5,2.0,39.6,200000,-0.4858,0.0177
17.5,21.0,30.0,2.0,40.0,1000000,1.4867,0.05741
-2.25,15.0,29.5,2.0,39.6,50000,-0.3618,0.02757
0.0,21.0,30.0,2.0,40.0,50000,-0.1982,0.04871
10.25,14.0,29.5,2.0,39.6,1000000,1.283,0.01565
-12.0,21.0,30.0,0.0,0.0,200000,-1.0725,0.02831
5.75,15.0,30.0,2.0,40.0,1000000,0.9252,0.00905
-0.5,9.0,29.3,6.0,39.6,50000,0.1853,0.04408
1.0,12.0,30.0,4.0,40.0,200000,0.5988,0.01039
-2.5,18.0,30.0,4.0,40.0,1000000,0.207,0.00825
2.5,14.0,29.5,2.0,39.6,1000000,0.5081,0.00639
13.5,21.0,30.0,4.0,40.0,100000,1.3505,0.05452
0.0,10.0,30.0,0.0,0.0,50000,0.0,0.01742
11.25,24.0,30.0,0.0,0.0,200000,1.0972,0.02781
-4.75,21.0,30.0,4.0,40.0,1000000,-0.0404,0.00918
5.25,21.0,30.0,4.0,40.0,1000000,0.9882,0.00983
3.75,15.0,30.0,0.0,0.0,100000,0.589,0.01765
-8.75,8.0,29.9,2.0,40.0,200000,-0.5356,0.08915
-7.75,10.0,30.0,0.0,0.0,50000,-0.7903,0.04929
5.25,12.0,29.9,1.0,40.0,1000000,0.7441,0.00892
18.75,21.0,30.0,4.0,40.0,200000,1.4567,0.09234
-13.5,10.0,29.9,2.0,40.0,1000000,-1.147,0.02874
7.0,15.0,29.5,2.0,39.6,200000,0.9914,0.01548
-1.0,12.0,30.0,4.0,40.0,100000,0.3011,0.01877
18.75,21.0,30.0,2.0,40.0,200000,1.3233,0.08638
-8.75,14.0,29.5,2.0,39.6,50000,-0.5753,0.07718
2.75,10.0,29.9,1.0,50.0,100000,0.4818,0.01366
5.0,12.0,30.1,6.0,39.6,100000,1.1412,0.02486
-6.0,11.0,29.5,2.5,39.6,200000,-0.5554,0.02174
-4.25,15.0,29.5,2.0,39.6,100000,-0.4395,0.02261
12.75,21.0,30.0,0.0,0.0,1000000,1.2213,0.01918
2.25,11.0,29.5,2.5,39.6,1000000,0.5711,0.00588
-6.75,11.0,29.5,2.5,39.6,1000000,-0.4261,0.01009
5.25,10.0,29.9,2.0,40.0,1000000,0.8102,0.00907
8.25,11.0,29.5,2.5,39.6,50000,1.0478,0.03226
-15.25,21.0,30.0,2.0,40.0,1000000,-1.2397,0.02492
-9.75,15.0,30.0,0.0,0.0,1000000,-1.0944,0.01439
4.0,10.0,29.9,1.0,50.0,200000,0.5876,0.01055
-9.75,14.0,29.5,2.0,39.6,100000,-0.7925,0.04955
14.5,18.0,30.0,4.0,40.0,100000,1.4617,0.05289
-3.5,15.0,30.0,2.0,40.0,200000,-0.1555,0.01402
8.5,24.0,30.0,0.0,0.0,1000000,0.8235,0.01202
12.0,15.0,30.0,0.0,0.0,200000,1.1124,0.03242
-8.5,12.0,30.0,4.0,40.0,100000,-0.3611,0.09726
-4.25,24.0,29.7,2.0,40.0,1000000,-0.147,0.0095
0.0,9.0,30.9,0.0,0.0,200000,0.0,0.01018
14.25,15.0,30.0,2.0,40.0,200000,1.3083,0.04721
-17.5,18.0,30.0,2.0,40.0,1000000,-1.2741,0.04388
3.75,18.0,30.0,0.0,0.0,100000,0.5975,0.02181
-7.5,14.0,29.5,2.0,39.6,1000000,-0.5699,0.01055
0.25,15.0,30.0,0.0,0.0,200000,0.0264,0.01073
-4.25,18.0,30.0,2.0,40.0,200000,-0.2221,0.01532
12.25,14.0,29.5,2.0,39.6,1000000,1.4099,0.02017
-6.75,12.2,22.5,0.0,0.0,1000000,-0.8077,0.01027
9.25,15.0,30.0,0.0,0.0,1000000,1.0639,0.01374
4.75,8.0,30.0,1.0,40.0,1000000,0.6368,0.00919
-10.5,8.0,30.0,1.0,40.0,1000000,-0.9868,0.02372
-11.5,14.0,29.5,2.0,39.6,1000000,-1.0696,0.0168
11.75,11.0,29.5,2.5,39.6,100000,1.2282,0.05155
-16.75,12.0,30.0,0.0,0.0,1000000,-1.3427,0.05745
8.25,24.0,29.7,2.0,40.0,200000,1.1384,0.02321
0.25,18.0,30.0,0.0,0.0,100000,0.029,0.02045
-4.0,11.0,29.5,2.5,39.6,1000000,-0.118,0.00751
6.75,11.0,29.5,2.5,39.6,100000,0.9869,0.01865
9.75,12.0,29.9,1.0,40.0,200000,1.072,0.02771
-1.25,21.0,30.0,0.0,0.0,200000,-0.1288,0.0136
7.0,12.2,22.5,0.0,0.0,50000,0.7446,0.04637
-1.0,10.0,30.0,0.0,0.0,1000000,-0.1044,0.00489
10.5,18.0,30.0,2.0,40.0,100000,1.2171,0.03063
13.25,15.0,30.0,0.0,0.0,200000,1.1699,0.03957
-11.5,18.0,30.0,2.0,40.0,100000,-0.9499,0.04861
3.5,11.0,29.5,2.5,39.6,100000,0.712,0.01617
9.5,11.0,29.5,2.5,39.6,1000000,1.2091,0.01511
18.0,21.0,30.0,4.0,40.0,1000000,1.5755,0.07476
-9.25,10.0,30.0,0.0,0.0,50000,-0.7178,0.08934
-13.5,21.0,30.0,4.0,40.0,200000,-1.0601,0.03928
-8.75,12.0,30.0,0.0,0.0,1000000,-0.9735,0.01307
-7.5,12.0,30.0,2.0,40.0,1000000,-0.585,0.01122
3.0,9.0,30.9,0.0,0.0,1000000,0.3556,0.00677
-5.75,10.0,29.9,1.0,50.0,100000,-0.5626,0.0237
-8.0,21.0,30.0,4.0,40.0,50000,-0.3885,0.12846
0.25,18.0,30.0,0.0,0.0,200000,0.0262,0.01197
3.5,14.0,29.5,2.0,39.6,100000,0.6833,0.01734
8.25,10.0,29.9,1.0,50.0,100000,0.9522,0.03403
10.25,24.0,29.4,4.0,40.0,100000,0.4743,0.10465
3.0,18.0,30.0,0.0,0.0,200000,0.3191,0.01354
4.5,12.0,30.1,6.0,39.6,200000,1.1397,0.01457
-11.25,10.0,29.9,2.0,40.0,200000,-0.3936,0.113
12.25,24.0,29.4,4.0,40.0,1000000,1.3228,0.0272
-3.0,12.0,30.1,6.0,39.6,50000,-0.3042,0.07643
-1.25,15.0,30.0,0.0,0.0,200000,-0.1357,0.01119
-9.5,21.0,30.0,0.0,0.0,100000,-1.0943,0.03159
-8.25,15.0,30.0,0.0,0.0,50000,-0.8818,0.03986
-8.0,12.0,30.1,6.0,39.6,200000,-0.1668,0.0896
-0.25,10.0,30.0,0.0,0.0,200000,-0.0607,0.01
12.25,15.0,30.9,4.0,40.2,100000,1.3767,0.03557
4.25,12.0,30.0,2.0,40.0,1000000,0.7389,0.0073
-9.25,10.0,30.0,0.0,0.0,100000,-0.8578,0.05611
-13.0,15.0,30.0,0.0,0.0,200000,-1.1622,0.03804
-7.25,9.0,29.3,6.0,39.6,50000,-0.3352,0.11137
-7.5,8.0,30.0,0.0,0.0,100000,-0.7567,0.04621
-12.0,12.2,22.5,0.0,0.0,1000000,-1.2878,0.01672
11.5,21.0,30.0,4.0,40.0,200000,1.4012,0.02859
1.5,21.0,30.0,2.0,40.0,100000,0.3488,0.02386
-3.0,12.2,22.5,0.0,0.0,200000,-0.4362,0.01378
